beneficio_ativo,tempo_beneficio_meses,emprego_ativo,tempo_emprego_meses,renda_media_6m,coef_var_renda,pct_meses_saldo_neg_6m,utilizacao_cartao,pct_minimo_pago_3m,num_faturas_vencidas_3m,endividamento_total,parcelas_renda,DPD_max_12m,idade,tempo_rel_banco_meses,default90
0,0,0,0,1430.45,0.256,0.23,0.07,0.153,0,55688.15,0.558,0,81,52,0
0,0,1,16,4410.74,0.167,0.213,0.416,0.243,1,38295.0,0.297,0,28,1,0
1,37,0,0,2657.83,0.088,0.248,0.322,0.123,0,48092.69,0.163,18,56,18,0
0,0,1,13,1948.56,0.195,0.204,0.651,0.296,1,8661.05,0.301,0,54,1,0
1,132,0,0,1952.45,0.258,0.334,0.306,0.097,2,15680.94,0.341,14,50,36,0
0,0,1,47,3259.78,0.161,0.205,0.561,0.256,0,44828.25,0.538,0,72,42,0
1,39,0,0,1752.87,0.362,0.351,0.604,0.263,0,3997.28,0.222,0,36,25,0
0,0,1,9,3926.4,0.433,0.57,0.1,0.024,1,30054.23,0.493,51,82,35,0
1,28,0,0,4248.17,0.102,0.162,0.504,0.194,1,133960.59,0.498,0,40,3,0
0,0,0,0,1037.65,0.547,0.585,0.209,0.161,1,20499.77,0.621,38,55,33,0
0,0,0,0,1561.91,0.91,0.927,0.477,0.453,3,19904.46,0.451,55,53,24,1
0,0,1,35,3366.25,0.349,0.32,0.337,0.256,0,131468.02,0.602,0,75,43,1
0,0,1,13,4790.81,0.125,0.276,0.172,0.076,1,12761.6,0.378,0,47,18,0
0,0,0,0,800.0,0.658,0.728,0.393,0.213,2,3084.6,0.269,13,37,13,1
1,43,0,0,1725.36,0.268,0.319,0.801,0.306,2,26998.18,0.423,0,19,10,0
0,0,0,0,800.0,0.651,0.712,0.417,0.282,3,14976.16,0.575,9,42,28,0
1,68,0,0,3372.13,0.225,0.289,0.741,0.389,2,114185.24,0.618,4,74,54,0
0,0,1,55,2780.5,0.051,0.156,0.368,0.018,1,20667.56,0.338,0,18,1,0
1,16,0,0,3613.56,0.056,0.204,0.282,0.054,1,42841.38,0.33,0,78,71,0
0,0,0,0,1612.31,0.551,0.66,0.668,0.525,2,19795.52,0.353,0,54,42,0
0,0,0,0,1619.69,0.674,0.685,0.83,0.649,3,11146.81,0.421,0,27,13,1
0,0,1,6,3045.71,0.263,0.398,0.668,0.379,2,13374.12,0.281,20,38,14,0
0,0,1,38,2888.09,0.451,0.477,0.415,0.165,1,145969.3,0.65,0,55,1,0
0,0,1,33,2157.92,0.365,0.424,0.205,0.188,0,34716.07,0.365,0,39,36,0
0,0,1,13,3902.04,0.3,0.307,0.561,0.268,1,34535.46,0.29,13,25,8,0
1,31,0,0,3990.04,0.342,0.409,0.097,0.081,0,157456.54,0.594,0,63,37,0
0,0,1,28,3242.74,0.392,0.346,0.769,0.429,2,61231.15,0.507,0,63,51,0
1,66,0,0,4551.93,0.456,0.598,0.868,0.639,0,75478.88,0.522,0,26,7,0
0,0,1,28,5638.82,0.432,0.38,0.411,0.236,2,63444.76,0.329,0,37,15,0
0,0,1,15,1925.83,0.357,0.346,0.6,0.284,0,11984.89,0.266,0,34,1,1
1,96,0,0,2360.31,0.264,0.321,0.162,0.187,0,38509.91,0.285,0,62,22,0
1,29,0,0,2801.94,0.333,0.486,0.209,0.166,1,75913.32,0.481,0,67,33,1
0,0,0,0,837.77,0.183,0.324,0.481,0.279,1,9243.92,0.451,0,67,32,0
1,83,0,0,2459.21,0.154,0.229,0.391,0.214,1,30299.57,0.481,0,81,52,0
0,0,1,29,2602.74,0.311,0.326,0.135,0.199,1,16473.93,0.474,0,70,46,0
0,0,0,0,1262.28,0.497,0.479,0.583,0.485,2,3520.17,0.265,0,39,1,0
0,0,1,20,2879.07,0.365,0.347,0.893,0.506,1,25942.27,0.46,25,25,1,1
0,0,0,0,1145.71,0.95,0.932,0.589,0.565,2,17126.72,0.597,101,59,31,0
1,45,0,0,1108.42,0.076,0.145,0.372,0.168,2,9643.77,0.449,33,80,65,0
0,0,0,0,800.0,0.559,0.676,0.258,0.166,4,24614.51,0.736,0,84,77,0
0,0,1,25,1211.53,0.141,0.205,0.411,0.177,0,17024.39,0.482,0,33,1,0
0,0,1,62,1545.12,0.406,0.544,0.176,0.308,0,23630.22,0.452,66,34,4,0
0,0,1,39,2801.24,0.424,0.569,0.832,0.518,1,62354.04,0.532,0,20,15,0
0,0,1,24,2982.62,0.256,0.497,0.51,0.349,0,6312.41,0.269,0,27,11,0
0,0,1,29,2066.05,0.37,0.474,0.893,0.436,0,24615.99,0.399,0,55,35,0
0,0,1,85,3690.84,0.202,0.303,0.583,0.164,2,33784.57,0.388,35,55,32,0
1,18,0,0,2549.76,0.346,0.459,0.441,0.272,1,21216.84,0.441,0,43,23,0
0,0,1,20,1651.85,0.256,0.363,0.23,0.152,2,6022.5,0.226,0,39,35,0
1,72,1,29,2253.33,0.112,0.247,0.634,0.259,0,23816.05,0.464,0,74,53,0
0,0,1,62,4968.74,0.116,0.091,0.844,0.287,0,14976.73,0.235,0,49,47,1
1,47,0,0,1807.93,0.391,0.41,0.405,0.258,1,10111.55,0.382,79,72,24,0
1,20,0,0,5044.44,0.159,0.1,0.609,0.409,1,32074.9,0.286,51,83,53,1
0,0,0,0,973.9,0.403,0.603,0.181,0.072,0,4870.92,0.381,0,39,9,0
0,0,0,0,1583.95,0.274,0.253,0.583,0.2,0,25365.07,0.485,4,31,7,0
0,0,0,0,861.12,0.181,0.358,0.142,0.116,2,16305.6,0.674,0,82,40,0
0,0,1,28,1055.87,0.269,0.343,0.602,0.204,2,24277.86,0.625,0,61,39,1
1,54,0,0,1666.12,0.193,0.277,0.141,0.0,2,16369.92,0.289,76,37,4,0
0,0,1,7,3572.29,0.467,0.591,0.438,0.343,1,37364.08,0.281,0,60,29,0
0,0,1,44,2012.37,0.382,0.339,0.583,0.344,0,29990.25,0.404,35,53,43,0
1,41,0,0,3054.38,0.152,0.345,0.608,0.387,0,15397.23,0.34,28,79,56,0
0,0,1,27,1791.25,0.122,0.236,0.234,0.258,1,4106.11,0.264,0,35,12,0
0,0,1,5,4828.87,0.447,0.522,0.164,0.205,1,62185.7,0.521,0,85,71,0
0,0,1,23,1697.0,0.282,0.59,0.504,0.449,3,44155.31,0.715,0,81,74,1
0,0,1,8,5114.45,0.317,0.477,0.237,0.232,1,87617.42,0.712,4,30,21,0
0,0,1,66,2800.42,0.286,0.371,0.38,0.29,2,26356.35,0.424,0,29,19,0
0,0,1,18,1533.75,0.341,0.292,0.72,0.285,0,14254.38,0.386,0,54,17,0
1,99,0,0,1525.11,0.196,0.251,0.438,0.368,0,19544.38,0.413,0,21,1,0
0,0,1,27,3285.32,0.316,0.292,0.162,0.137,0,12692.78,0.313,0,38,6,0
0,0,1,57,1581.1,0.639,0.632,0.231,0.119,0,10718.79,0.492,59,47,16,0
1,65,0,0,2630.36,0.207,0.278,0.421,0.224,1,31053.88,0.421,23,83,26,0
1,49,0,0,1624.32,0.337,0.364,0.537,0.274,0,18887.92,0.659,49,85,58,1
0,0,1,54,1617.73,0.371,0.445,0.321,0.282,0,9706.19,0.37,0,28,5,0
0,0,1,75,1813.01,0.332,0.382,0.45,0.331,2,9439.58,0.228,0,78,41,0
0,0,1,20,1184.6,0.415,0.487,0.317,0.228,1,46223.72,0.632,71,24,16,1
1,72,0,0,2435.97,0.194,0.269,0.631,0.369,0,19507.87,0.216,0,68,38,0
1,77,0,0,2519.77,0.16,0.264,0.437,0.238,0,18300.58,0.464,0,75,42,0
0,0,0,0,1222.46,0.164,0.246,0.215,0.085,0,32781.24,0.527,34,78,41,0
0,0,1,4,1707.06,0.532,0.716,0.669,0.549,3,9130.08,0.348,6,33,8,0
1,78,0,0,1109.82,0.086,0.261,0.072,0.135,1,18462.83,0.445,0,78,21,0
0,0,1,23,1830.72,0.188,0.217,0.493,0.206,1,79849.22,0.59,40,25,1,0
0,0,1,8,3085.99,0.399,0.347,0.07,0.0,1,12625.31,0.302,63,53,28,0
0,0,0,0,1249.88,0.537,0.66,0.816,0.567,2,6992.74,0.264,13,49,33,1
0,0,1,18,2790.21,0.448,0.639,0.215,0.156,1,11062.62,0.224,14,39,47,0
0,0,1,3,3282.94,0.574,0.609,0.298,0.269,1,36506.22,0.412,0,19,1,0
0,0,1,28,1514.53,0.151,0.225,0.3,0.157,1,7640.17,0.22,42,70,38,0
1,119,0,0,6488.58,0.248,0.371,0.332,0.149,1,84192.71,0.454,0,40,19,0
1,118,0,0,3514.12,0.306,0.267,0.504,0.159,1,27005.05,0.39,0,62,35,0
1,102,1,34,2934.6,0.343,0.375,0.288,0.208,3,79824.75,0.492,10,45,23,0
0,0,1,21,1067.27,0.56,0.497,0.442,0.454,1,8090.17,0.375,0,43,15,1
1,32,0,0,1385.37,0.247,0.32,0.59,0.228,1,30258.87,0.524,0,78,63,0
0,0,1,16,6333.71,0.101,0.159,0.756,0.36,0,143066.95,0.543,0,24,1,0
1,107,0,0,2818.43,0.094,0.215,0.27,0.0,0,24345.76,0.358,0,68,55,0
0,0,1,8,1910.64,0.191,0.384,0.082,0.053,3,53462.78,0.555,0,68,39,1
0,0,0,0,1412.15,0.917,1.0,0.56,0.399,2,20526.03,0.6,39,43,1,1
0,0,0,0,3436.66,0.642,0.713,0.794,0.469,4,23404.03,0.423,0,35,1,0
0,0,1,10,3058.01,0.23,0.321,0.756,0.44,1,24351.15,0.312,0,18,23,0
0,0,0,0,1450.95,0.411,0.515,0.554,0.382,2,5510.96,0.451,51,81,49,0
0,0,0,0,800.0,0.32,0.407,0.184,0.172,2,7707.05,0.454,0,82,72,0
0,0,1,70,2461.58,0.166,0.35,0.629,0.273,2,58551.87,0.359,61,34,4,0
0,0,1,7,3317.59,0.215,0.18,0.217,0.186,0,17511.33,0.284,0,20,5,0
0,0,1,6,3170.08,0.069,0.18,0.904,0.266,0,23495.9,0.299,0,26,17,0
0,0,0,0,1078.72,0.75,0.849,0.796,0.556,6,14256.58,0.605,57,22,1,0
1,26,0,0,2264.03,0.106,0.184,0.536,0.289,0,3044.32,0.218,0,74,58,1
0,0,0,0,2307.07,0.299,0.122,0.169,0.134,1,14878.38,0.445,60,78,54,0
0,0,0,0,3501.95,0.665,0.711,0.814,0.625,1,42474.13,0.456,107,28,11,0
1,29,0,0,1920.65,0.211,0.172,0.168,0.083,1,9137.51,0.374,0,68,27,0
0,0,1,29,6419.2,0.254,0.386,0.334,0.223,0,60080.67,0.35,4,30,5,0
0,0,1,18,3194.11,0.425,0.51,0.201,0.18,2,5758.55,0.253,0,42,9,1
0,0,0,0,1337.9,0.61,0.564,0.277,0.312,3,39893.45,0.693,0,58,26,1
0,0,1,52,1672.39,0.118,0.224,0.232,0.061,1,10379.75,0.363,0,66,42,0
0,0,0,0,800.0,0.779,0.951,0.568,0.641,2,4158.89,0.325,7,77,45,0
0,0,1,49,1680.42,0.237,0.263,0.483,0.182,1,31438.02,0.491,61,21,7,0
0,0,1,27,5601.02,0.212,0.197,0.205,0.055,0,85806.05,0.396,0,31,17,0
0,0,0,0,1428.8,0.627,0.667,0.103,0.069,1,8602.13,0.561,0,37,18,1
0,0,1,5,1149.51,0.247,0.382,0.232,0.158,1,9859.63,0.464,15,39,21,0
1,9,0,0,1444.08,0.427,0.468,0.11,0.066,1,38579.77,0.54,0,85,28,0
1,119,0,0,2344.11,0.285,0.316,0.463,0.19,1,24873.91,0.449,0,70,45,0
0,0,1,51,2306.83,0.313,0.401,0.746,0.403,0,22581.79,0.387,48,39,15,0
1,9,0,0,2591.81,0.23,0.227,0.401,0.217,0,8551.64,0.178,11,84,42,0
0,0,1,5,2140.24,0.374,0.288,0.4,0.215,1,21611.99,0.345,0,51,21,0
0,0,0,0,1330.18,0.429,0.491,0.659,0.324,0,23600.64,0.66,0,52,30,0
1,76,0,0,2224.0,0.09,0.203,0.156,0.046,0,13634.17,0.291,0,47,9,0
0,0,1,23,1456.47,0.559,0.489,0.514,0.39,1,4912.38,0.375,0,27,6,0
0,0,0,0,1922.35,0.737,0.906,0.423,0.386,3,6820.28,0.455,0,81,35,0
0,0,1,4,1556.56,0.596,0.671,0.865,0.696,1,12613.75,0.493,0,18,4,1
0,0,0,0,1616.0,0.446,0.489,0.566,0.286,1,23498.45,0.464,16,29,18,0
0,0,1,15,2918.63,0.25,0.275,0.651,0.254,0,52245.22,0.373,0,33,15,0
0,0,0,0,1481.55,0.32,0.325,0.432,0.213,0,85784.35,0.629,45,36,9,1
1,15,0,0,2130.6,0.165,0.266,0.535,0.187,2,24981.13,0.365,22,26,1,0
0,0,1,13,3488.85,0.277,0.18,0.42,0.154,0,151670.92,0.577,73,19,1,0
1,70,0,0,1618.17,0.304,0.262,0.303,0.273,2,22343.74,0.318,29,64,27,0
1,50,0,0,5131.21,0.066,0.202,0.388,0.237,1,38891.83,0.459,0,83,37,0
0,0,1,40,1479.43,0.133,0.146,0.951,0.379,0,21498.82,0.397,0,26,1,0
0,0,0,0,3184.03,0.746,0.859,0.629,0.462,2,22280.33,0.526,0,38,4,1
0,0,1,54,3334.03,0.431,0.5,0.044,0.159,3,71372.79,0.498,11,52,36,0
1,53,1,14,4066.52,0.266,0.266,0.279,0.145,1,48771.24,0.321,133,81,53,0
1,38,0,0,3719.4,0.103,0.158,0.168,0.0,0,36931.04,0.304,0,65,35,0
0,0,0,0,1783.23,0.463,0.462,0.147,0.207,0,18151.2,0.445,0,70,61,0
0,0,1,44,2992.59,0.462,0.561,0.517,0.332,1,37003.63,0.409,27,57,16,1
0,0,0,0,1842.91,0.738,0.685,0.38,0.484,2,35811.5,0.518,0,46,21,0
0,0,1,16,3803.19,0.33,0.306,0.794,0.356,1,81910.98,0.505,0,31,38,0
1,19,1,37,5484.81,0.127,0.272,0.132,0.151,1,44057.45,0.549,0,76,46,0
1,122,1,55,3553.35,0.207,0.374,0.546,0.198,1,33306.48,0.493,0,72,52,0
0,0,1,66,2314.64,0.15,0.421,0.718,0.411,3,52963.64,0.764,80,19,1,0
1,15,0,0,1321.59,0.351,0.407,0.598,0.388,2,17800.92,0.439,30,66,23,0
0,0,1,32,3017.45,0.147,0.22,0.408,0.18,1,49506.77,0.413,0,23,1,0
1,18,0,0,1730.44,0.108,0.112,0.068,0.027,0,38184.21,0.433,0,68,55,1
1,73,0,0,986.36,0.284,0.52,0.371,0.313,0,3546.93,0.298,0,74,60,1
1,60,0,0,2175.72,0.135,0.223,0.652,0.266,0,24405.07,0.319,0,26,1,0
0,0,0,0,1830.05,0.752,0.763,0.494,0.322,1,15310.51,0.386,55,47,10,0
0,0,1,58,4025.21,0.481,0.573,0.395,0.272,2,34635.51,0.305,0,26,1,0
0,0,1,24,2500.9,0.328,0.466,0.298,0.178,2,15011.48,0.457,62,56,37,1
1,42,1,26,2164.84,0.226,0.249,0.409,0.257,3,59120.02,0.457,0,81,56,0
0,0,1,37,4466.68,0.571,0.612,0.431,0.51,3,171038.24,0.659,0,23,2,1
0,0,1,26,1008.03,0.241,0.253,0.75,0.275,3,35223.34,0.708,0,45,3,0
1,75,1,39,1693.56,0.24,0.232,0.562,0.276,0,10954.32,0.38,0,84,65,0
1,38,0,0,2027.68,0.125,0.264,0.257,0.116,1,13453.19,0.448,8,38,14,0
0,0,1,16,2161.11,0.514,0.582,0.76,0.361,0,3513.29,0.215,0,26,1,1
0,0,1,11,2225.8,0.189,0.259,0.25,0.326,1,37160.11,0.47,0,51,21,0
0,0,0,0,1179.2,0.354,0.443,0.735,0.31,0,14282.25,0.369,0,52,17,0
1,42,0,0,3586.79,0.06,0.108,0.436,0.137,0,24234.16,0.399,0,63,55,0
0,0,1,10,2256.29,0.209,0.342,0.173,0.095,0,20775.46,0.382,0,39,29,0
1,102,0,0,1172.1,0.119,0.18,0.325,0.128,1,8511.84,0.292,27,82,26,0
0,0,1,28,3203.27,0.249,0.166,0.159,0.234,0,25632.02,0.204,0,53,20,0
0,0,1,20,1694.63,0.395,0.43,0.558,0.288,0,14444.56,0.501,0,37,1,0
1,14,0,0,1344.46,0.02,0.194,0.418,0.171,1,3331.51,0.257,17,83,24,0
1,74,1,50,3317.84,0.22,0.426,0.646,0.393,1,18160.62,0.371,0,80,34,0
0,0,0,0,3751.86,0.564,0.551,0.371,0.204,1,46411.3,0.469,0,51,15,0
0,0,0,0,800.0,0.505,0.486,0.695,0.36,1,10554.22,0.429,0,19,1,0
0,0,0,0,800.0,0.823,0.873,0.285,0.235,1,3743.45,0.386,0,58,32,0
0,0,0,0,1113.06,0.555,0.759,0.514,0.403,3,9581.97,0.565,27,55,28,0
0,0,0,0,3821.55,0.43,0.427,0.6,0.247,0,27147.66,0.328,0,28,7,0
0,0,1,5,1424.89,0.371,0.328,0.566,0.301,0,10207.95,0.099,0,61,46,0
1,54,0,0,3648.99,0.091,0.077,0.217,0.015,0,11897.48,0.283,42,75,75,0
0,0,1,9,3674.59,0.156,0.293,0.477,0.203,0,34242.54,0.472,0,25,1,0
1,97,0,0,3788.55,0.138,0.205,0.468,0.364,1,62829.54,0.538,0,67,33,0
0,0,1,25,1692.94,0.238,0.254,0.881,0.345,1,12166.33,0.388,0,27,22,0
0,0,1,34,2741.59,0.64,0.612,0.347,0.308,0,44247.7,0.517,0,68,42,0
0,0,1,15,3389.98,0.433,0.494,0.164,0.22,0,18791.56,0.355,0,46,29,0
0,0,0,0,2061.07,0.72,0.665,0.434,0.294,2,33216.64,0.545,0,18,1,0
0,0,0,0,6667.86,0.456,0.36,0.264,0.101,0,84378.26,0.42,0,83,21,0
0,0,1,5,6073.8,0.352,0.344,0.727,0.371,1,104662.79,0.589,0,29,14,1
0,0,1,10,4270.08,0.482,0.536,0.196,0.056,0,29147.43,0.419,0,58,17,0
1,38,0,0,3145.16,0.165,0.196,0.645,0.371,0,178955.41,0.573,0,30,20,0
0,0,0,0,2517.03,0.384,0.517,0.567,0.373,1,13311.61,0.252,15,81,76,0
1,44,0,0,3800.2,0.3,0.497,0.381,0.173,4,26785.75,0.352,0,68,25,0
0,0,0,0,4068.82,0.507,0.591,0.341,0.116,1,27385.43,0.389,0,72,43,1
1,38,0,0,1550.78,0.104,0.033,0.403,0.193,2,14799.69,0.341,0,47,35,0
0,0,1,36,4760.63,0.501,0.601,0.364,0.309,4,139964.24,0.594,28,49,28,0
1,44,0,0,2591.63,0.463,0.432,0.259,0.129,2,9563.92,0.398,2,61,25,0
1,96,0,0,3783.66,0.122,0.214,0.679,0.293,1,20670.73,0.257,0,71,26,0
0,0,0,0,1839.93,0.519,0.594,0.242,0.194,1,22722.86,0.367,0,75,38,0
0,0,1,9,2024.1,0.55,0.434,0.436,0.245,1,6614.98,0.338,7,19,8,0
1,94,0,0,1865.12,0.02,0.118,0.641,0.14,0,27302.0,0.261,0,63,38,0
0,0,1,75,2885.45,0.507,0.518,0.978,0.499,1,17174.2,0.227,0,25,21,0
0,0,1,3,3246.45,0.211,0.286,0.452,0.256,0,12618.71,0.33,0,37,18,0
1,25,0,0,1888.01,0.186,0.193,0.33,0.185,0,23501.54,0.359,0,74,28,0
0,0,1,23,1252.26,0.471,0.446,0.395,0.24,0,17613.47,0.496,0,35,5,0
0,0,0,0,2453.69,0.161,0.308,0.096,0.1,0,11672.71,0.181,0,72,49,0
1,108,0,0,2187.85,0.246,0.323,0.423,0.255,2,14188.66,0.27,0,49,26,0
1,16,0,0,802.34,0.158,0.192,0.353,0.174,2,3347.41,0.253,53,33,14,0
0,0,0,0,826.3,0.309,0.341,0.427,0.256,1,20378.96,0.441,8,40,29,0
0,0,1,5,2902.73,0.274,0.434,0.392,0.212,2,15136.39,0.411,0,54,36,0
1,73,0,0,3170.35,0.197,0.34,0.478,0.205,1,16739.08,0.415,0,70,35,0
1,66,0,0,3954.5,0.06,0.019,0.626,0.134,0,10681.91,0.195,0,59,45,0
1,28,0,0,1807.84,0.129,0.285,0.176,0.091,0,16046.19,0.391,50,81,22,0
0,0,0,0,1313.87,0.142,0.182,0.401,0.144,0,19293.99,0.391,31,77,12,0
0,0,1,20,3305.11,0.228,0.276,0.585,0.38,1,31731.3,0.354,0,69,28,0
0,0,0,0,1185.02,0.304,0.307,0.411,0.224,1,30303.47,0.612,0,59,36,1
0,0,1,4,1708.32,0.356,0.287,0.098,0.117,0,16015.94,0.27,0,37,19,0
0,0,0,0,1959.71,0.654,0.616,0.234,0.179,0,18482.05,0.464,0,46,13,0
0,0,1,9,2889.83,0.178,0.066,0.987,0.198,1,44415.83,0.471,0,26,20,0
0,0,1,27,3571.99,0.349,0.556,0.387,0.23,3,23809.1,0.365,13,43,42,0
1,64,1,59,3759.58,0.051,0.181,0.452,0.22,0,23945.69,0.426,0,81,60,0
0,0,1,32,1698.41,0.352,0.408,0.29,0.231,1,17462.21,0.498,0,46,23,0
1,37,0,0,1951.22,0.077,0.194,0.378,0.13,1,83695.27,0.687,87,25,1,0
1,79,0,0,2406.97,0.048,0.18,0.692,0.14,2,68860.37,0.528,0,62,17,0
0,0,1,13,4656.4,0.392,0.476,0.259,0.236,1,62010.71,0.339,0,83,46,0
0,0,1,35,3822.16,0.456,0.681,0.432,0.279,2,197657.92,0.856,0,76,22,1
0,0,1,75,2977.71,0.375,0.449,0.647,0.334,0,42918.17,0.434,0,36,15,0
0,0,0,0,2439.69,0.834,0.787,0.441,0.302,2,56101.99,0.607,36,48,13,0
1,29,0,0,4308.1,0.207,0.189,0.571,0.268,1,19361.62,0.215,0,54,34,0
0,0,1,11,1364.93,0.079,0.113,0.262,0.17,0,2858.7,0.213,0,34,1,0
0,0,1,8,2580.78,0.528,0.522,0.2,0.212,0,18278.07,0.549,25,36,26,0
0,0,0,0,820.89,0.407,0.435,0.48,0.262,2,7687.62,0.347,0,34,1,0
0,0,1,57,2773.18,0.042,0.173,0.173,0.022,0,30237.38,0.124,0,85,53,0
1,40,0,0,1846.41,0.237,0.449,0.457,0.151,0,4100.87,0.299,0,68,37,0
1,84,1,24,6317.33,0.1,0.228,0.393,0.213,1,22792.06,0.313,0,75,41,0
0,0,1,24,4438.54,0.682,0.796,0.226,0.178,0,25789.16,0.451,0,73,25,0
1,20,0,0,5863.77,0.143,0.207,0.186,0.141,2,124663.41,0.426,0,83,72,0
0,0,0,0,1576.83,0.668,0.71,0.29,0.356,2,9249.25,0.328,2,25,7,0
0,0,0,0,2034.89,0.721,0.839,0.159,0.172,5,13554.29,0.457,162,77,40,0
0,0,0,0,1760.19,0.581,0.527,0.449,0.406,0,27399.88,0.642,0,22,2,0
0,0,0,0,3400.39,0.662,0.732,0.898,0.657,1,22820.63,0.576,151,50,18,0
0,0,1,92,2742.23,0.272,0.286,0.388,0.174,1,9442.38,0.304,0,58,47,0
1,11,0,0,1395.55,0.2,0.268,0.376,0.221,0,9397.4,0.408,0,42,20,0
0,0,1,40,1229.02,0.527,0.598,0.642,0.485,1,7830.17,0.24,0,27,5,0
0,0,0,0,3311.05,0.493,0.492,0.3,0.149,1,28106.11,0.356,118,31,1,0
1,144,0,0,2747.27,0.239,0.278,0.209,0.143,3,111283.48,0.701,0,74,63,0
0,0,1,48,3051.27,0.445,0.508,0.366,0.177,0,61782.61,0.643,0,39,15,0
1,38,0,0,4914.41,0.188,0.305,0.846,0.525,3,111723.75,0.562,97,39,11,1
1,56,0,0,2519.58,0.167,0.346,0.693,0.286,1,29039.37,0.337,0,80,51,0
0,0,1,22,1260.25,0.264,0.375,0.426,0.106,0,8256.01,0.388,53,27,14,0
1,106,0,0,1286.72,0.25,0.304,0.429,0.042,0,46559.32,0.653,52,80,14,0
1,57,0,0,3137.49,0.102,0.204,0.396,0.109,1,10081.15,0.272,0,80,33,0
0,0,0,0,2550.02,0.225,0.212,0.166,0.17,0,8308.05,0.217,0,58,40,0
1,31,1,27,10547.79,0.086,0.262,0.688,0.254,4,185508.32,0.553,0,29,5,0
0,0,1,85,2892.9,0.07,0.176,0.937,0.351,1,8508.97,0.238,0,28,1,0
0,0,0,0,4524.25,0.308,0.231,0.508,0.274,0,22202.94,0.33,0,37,16,0
0,0,1,12,1525.16,0.271,0.243,0.075,0.0,2,11734.49,0.494,0,57,33,0
0,0,1,11,1840.4,0.122,0.28,0.321,0.116,1,7449.63,0.246,0,28,1,0
0,0,1,29,1683.23,0.427,0.474,0.677,0.357,0,51219.87,0.727,101,48,27,1
0,0,0,0,2060.8,0.677,0.593,0.463,0.39,0,18295.88,0.499,136,25,5,0
0,0,0,0,3315.51,0.247,0.271,0.536,0.255,1,120110.95,0.638,0,54,19,1
0,0,1,4,2429.74,0.818,0.853,0.529,0.521,0,80149.09,0.901,0,19,1,1
0,0,0,0,1183.81,0.171,0.258,0.287,0.098,0,10675.17,0.37,18,66,48,0
0,0,1,12,3580.07,0.228,0.415,0.683,0.441,1,62913.99,0.405,0,21,14,0
1,57,0,0,2275.06,0.076,0.173,0.078,0.034,0,46461.23,0.511,0,31,11,0
0,0,1,17,3611.18,0.273,0.388,0.521,0.408,0,85815.57,0.328,0,29,24,0
1,31,0,0,2318.5,0.237,0.288,0.374,0.231,0,20207.24,0.461,10,74,45,0
0,0,1,10,2531.25,0.429,0.377,0.419,0.232,0,6416.28,0.218,0,21,12,0
0,0,1,42,7591.07,0.235,0.282,0.231,0.0,1,47154.88,0.256,0,47,13,0
0,0,0,0,1126.48,0.417,0.532,0.541,0.392,0,8455.31,0.341,0,58,18,0
0,0,1,19,3233.82,0.431,0.456,0.463,0.314,1,47239.54,0.458,123,53,34,1
1,55,0,0,3417.53,0.161,0.366,0.402,0.182,0,30751.8,0.352,0,64,32,0
0,0,0,0,3095.69,0.326,0.507,0.541,0.379,1,25110.84,0.539,25,72,18,0
0,0,1,78,1694.49,0.258,0.285,0.549,0.266,1,40146.64,0.511,63,44,9,0
0,0,1,27,3461.05,0.377,0.408,0.291,0.081,1,27211.75,0.307,0,74,54,0
0,0,0,0,1481.96,0.589,0.606,0.13,0.051,1,5560.42,0.256,0,39,12,0
1,84,0,0,2329.21,0.162,0.268,0.093,0.052,0,5267.72,0.344,12,84,57,0
0,0,0,0,1507.42,0.495,0.602,0.633,0.462,0,22536.72,0.505,0,52,46,0
0,0,0,0,1444.23,0.568,0.505,0.504,0.219,1,8548.35,0.428,80,68,21,1
1,32,0,0,5069.91,0.223,0.35,0.279,0.132,1,25410.46,0.374,0,77,58,0
0,0,1,27,4643.69,0.242,0.287,0.077,0.119,2,62821.23,0.324,48,71,31,0
1,6,0,0,1161.01,0.148,0.158,0.46,0.189,0,9257.1,0.331,0,75,36,0
0,0,1,14,2300.67,0.382,0.49,0.55,0.366,2,14912.62,0.208,73,54,49,0
0,0,1,6,2467.6,0.49,0.463,0.665,0.367,1,10823.15,0.359,48,20,15,0
0,0,1,39,5458.39,0.473,0.482,0.426,0.234,1,120370.51,0.497,32,51,53,0
1,22,0,0,1293.17,0.341,0.329,0.752,0.309,2,18319.8,0.324,0,30,1,0
1,56,0,0,1714.7,0.128,0.149,0.106,0.193,1,20154.77,0.172,0,78,45,0
0,0,1,18,1823.02,0.473,0.588,0.424,0.221,2,17971.89,0.436,39,34,16,0
0,0,1,25,1098.53,0.065,0.121,0.483,0.216,2,3733.89,0.235,0,33,8,0
0,0,1,30,1104.63,0.242,0.301,0.805,0.344,0,3104.0,0.253,0,34,23,0
0,0,0,0,2063.57,0.146,0.067,0.345,0.155,0,11242.82,0.276,0,61,17,0
1,27,0,0,1649.43,0.069,0.285,0.16,0.139,0,23080.07,0.425,0,56,41,0
0,0,1,14,2880.83,0.44,0.407,0.338,0.237,0,40781.27,0.497,33,82,31,0
0,0,1,27,1289.91,0.155,0.313,0.699,0.346,0,8074.15,0.426,0,46,49,0
0,0,1,12,1489.17,0.409,0.41,0.42,0.264,1,13595.71,0.472,17,37,39,0
