beneficio_ativo,tempo_beneficio_meses,emprego_ativo,tempo_emprego_meses,renda_media_6m,coef_var_renda,pct_meses_saldo_neg_6m,utilizacao_cartao,pct_minimo_pago_3m,num_faturas_vencidas_3m,endividamento_total,parcelas_renda,DPD_max_12m,idade,tempo_rel_banco_meses,default90,segmento,pd_true
0,0,1,37,4836.71,0.121,0.0924,0.1418,0.2466,0,2574.28,0.0256,19,57,221.0,0,CLT,0.0771
0,0,1,14,1500.0,0.0752,0.1545,0.5093,0.2654,0,1988.28,0.0372,25,29,71.0,0,CLT,0.2063
0,0,1,25,7377.7,0.07,0.0515,0.4265,0.282,0,8355.24,0.0626,9,23,23.0,1,CLT,0.1025
0,0,1,107,4355.28,0.043,0.0389,0.3678,0.0825,0,5711.43,0.0516,3,46,270.0,0,Servidor,0.0197
1,282,0,0,2006.19,0.1205,0.0896,0.4606,0.0511,0,336.36,0.0086,13,75,445.0,0,INSS,0.0193
0,0,1,45,3997.4,0.0958,0.3524,0.6474,0.2944,0,0.0,0.0,39,33,108.0,1,CLT,0.2836
0,0,1,70,3133.43,0.163,0.1108,0.1997,0.0521,0,5414.61,0.0804,17,47,106.0,0,CLT,0.0961
0,0,0,0,5986.79,0.2184,0.0769,0.4736,0.2705,1,1757.74,0.0108,14,39,184.0,0,Informal,0.3097
0,0,0,0,3476.79,0.3636,0.3406,0.6882,0.4398,0,3330.7,0.0294,51,40,58.0,0,Informal,0.45
0,0,1,4,3636.2,0.2047,0.0981,0.4751,0.1775,0,7338.02,0.106,8,24,16.0,0,CLT,0.1736
0,0,0,0,3047.6,0.4497,0.3485,0.7659,0.6567,0,0.0,0.0,56,50,233.0,0,Informal,0.45
0,0,1,19,5099.06,0.1204,0.181,0.5353,0.2344,0,9017.12,0.0723,25,44,238.0,0,CLT,0.1608
0,0,1,260,7757.95,0.122,0.0,0.4231,0.0496,0,13231.93,0.0763,1,57,229.0,0,Servidor,0.0123
0,0,1,10,4635.4,0.0,0.2022,0.3488,0.3577,1,2602.76,0.0969,42,36,179.0,1,CLT,0.2229
0,0,1,32,3629.67,0.2071,0.0221,0.3431,0.1534,0,6164.91,0.2099,14,31,100.0,0,CLT,0.13
0,0,0,0,5862.83,0.2641,0.0,0.1411,0.0653,0,0.0,0.0,5,40,73.0,0,CLT,0.09
1,258,0,0,1819.33,0.1495,0.1666,0.5488,0.1875,3,0.0,0.0,15,74,228.0,0,INSS,0.084
0,0,1,20,1500.0,0.114,0.0,0.1758,0.0,0,4914.03,0.2946,0,59,219.0,1,CLT,0.0672
0,0,0,0,1607.54,0.5702,0.0,0.396,0.1724,0,3587.74,0.1343,5,56,142.0,0,Informal,0.3787
1,143,0,0,3492.41,0.1249,0.1389,0.2106,0.1192,0,11569.85,0.3126,18,65,442.0,0,INSS,0.037
1,223,0,0,2456.5,0.1974,0.0912,0.3969,0.0553,1,8084.64,0.1153,15,69,480.0,0,INSS,0.0356
0,0,1,95,4055.35,0.0363,0.1794,0.3364,0.0395,0,0.0,0.0,21,56,99.0,0,CLT,0.08
0,0,1,54,1500.0,0.2647,0.1951,0.4929,0.4064,0,2326.72,0.0527,37,35,95.0,0,CLT,0.3158
0,0,0,0,3615.63,0.2525,0.2827,0.5809,0.4805,0,7802.22,0.12,61,54,234.0,0,Informal,0.45
0,0,1,57,5119.52,0.3036,0.0109,0.3406,0.1785,0,9818.64,0.1404,7,22,26.0,0,CLT,0.1285
0,0,0,0,6753.6,0.3304,0.3409,0.6084,0.3141,0,14990.75,0.0975,56,41,76.0,0,Informal,0.45
0,0,0,0,2331.52,0.0289,0.0774,0.3907,0.3671,0,5893.83,0.2087,29,57,256.0,0,CLT,0.2097
0,0,1,27,3963.0,0.1516,0.0,0.357,0.1107,0,9267.84,0.0839,0,43,82.0,0,CLT,0.0842
1,176,0,0,3660.96,0.1098,0.0578,0.3041,0.1966,1,1674.36,0.0128,6,83,404.0,0,INSS,0.0234
1,124,0,0,3006.57,0.132,0.0108,0.4166,0.0,0,2660.4,0.0392,0,59,354.0,0,INSS,0.0199
0,0,0,0,4394.23,0.4051,0.0,0.4507,0.1465,0,0.0,0.0,2,47,175.0,0,Informal,0.2347
0,0,1,32,5315.6,0.0357,0.06,0.4145,0.2102,1,823.38,0.0056,10,36,59.0,0,Servidor,0.0455
0,0,1,4,1500.0,0.1822,0.0,0.1186,0.0902,0,1218.95,0.0238,6,41,85.0,1,CLT,0.0822
0,0,1,3,2655.55,0.1404,0.1215,0.4151,0.2419,0,4327.69,0.0668,20,26,20.0,0,CLT,0.1927
0,0,1,39,3154.37,0.2965,0.2346,0.4083,0.3146,0,3601.74,0.0738,41,31,68.0,0,CLT,0.3167
1,225,0,0,3141.88,0.0441,0.0146,0.2503,0.0217,0,3263.39,0.0292,0,66,397.0,0,INSS,0.0115
0,0,1,38,6102.72,0.0481,0.174,0.4299,0.1214,0,6158.35,0.044,19,48,98.0,0,CLT,0.1051
0,0,1,166,10519.65,0.0741,0.0813,0.2026,0.0239,1,0.0,0.0,5,29,87.0,0,Servidor,0.0149
0,0,1,122,7795.11,0.0531,0.0,0.3197,0.1061,0,16519.36,0.0721,4,44,177.0,0,Servidor,0.0182
1,177,0,0,2077.33,0.075,0.1416,0.2582,0.1883,2,4676.52,0.2825,20,76,480.0,0,INSS,0.0544
0,0,1,48,4567.06,0.2027,0.0778,0.4625,0.1611,0,13741.64,0.0929,20,45,93.0,0,CLT,0.1502
0,0,1,79,6323.19,0.3688,0.2449,0.5218,0.3022,0,22013.35,0.1455,39,26,52.0,1,CLT,0.368
0,0,1,50,6061.09,0.0386,0.036,0.3571,0.0429,2,23471.29,0.1427,6,56,254.0,0,CLT,0.1003
0,0,1,1,3356.09,0.2559,0.0861,0.4483,0.0673,1,3726.31,0.0437,17,54,364.0,0,CLT,0.132
0,0,0,0,2636.08,0.296,0.1396,0.3623,0.2079,0,757.65,0.0138,17,32,92.0,0,CLT,0.244
1,121,0,0,1964.0,0.0754,0.0,0.3325,0.0237,0,7461.07,0.3715,0,68,298.0,0,INSS,0.0274
0,0,1,70,4462.56,0.2835,0.2862,0.4373,0.2989,1,638.24,0.0075,41,53,320.0,0,CLT,0.2502
0,0,0,0,3464.23,0.2655,0.3964,0.6222,0.4462,0,426.72,0.0039,59,55,237.0,1,CLT,0.45
0,0,1,129,6059.78,0.059,0.0443,0.2202,0.042,1,12175.51,0.1782,0,49,286.0,0,Servidor,0.0206
0,0,0,0,5962.51,0.1909,0.2636,0.4595,0.2358,0,0.0,0.0,43,23,24.0,0,Informal,0.45
0,0,1,7,4050.28,0.0382,0.2331,0.534,0.3192,1,11348.79,0.2422,35,51,226.0,0,CLT,0.2902
1,237,0,0,3208.04,0.049,0.0749,0.2422,0.09,0,6972.58,0.1203,5,67,444.0,0,INSS,0.0158
0,0,0,0,5494.67,0.5165,0.2645,0.6087,0.3492,1,3043.57,0.0238,42,33,135.0,1,Informal,0.45
0,0,1,48,4761.37,0.1837,0.3501,0.5543,0.2854,0,5206.95,0.0441,47,35,92.0,0,CLT,0.3298
0,0,1,39,5077.0,0.2382,0.1065,0.2407,0.174,0,13225.78,0.2374,16,43,127.0,0,CLT,0.1417
1,144,0,0,2753.32,0.0798,0.0277,0.1216,0.0877,0,2326.73,0.0291,12,75,480.0,0,INSS,0.0148
0,0,1,38,3516.04,0.3649,0.2077,0.5053,0.2132,0,0.0,0.0,33,37,113.0,0,CLT,0.2534
1,100,0,0,2346.01,0.1394,0.1261,0.3284,0.2147,1,0.0,0.0,20,68,255.0,0,INSS,0.0557
1,231,0,0,2864.54,0.0388,0.1137,0.3032,0.1683,0,11955.13,0.18,17,78,372.0,0,INSS,0.0285
1,286,0,0,1645.99,0.1269,0.0352,0.4091,0.0979,1,2547.64,0.0996,5,58,279.0,0,INSS,0.0295
0,0,1,1,4986.55,0.1574,0.0708,0.3719,0.1105,0,7895.07,0.106,10,49,177.0,0,CLT,0.0979
0,0,0,0,3435.27,0.2061,0.1002,0.4495,0.1804,0,7552.46,0.0602,14,31,103.0,0,CLT,0.2177
0,0,1,64,2526.84,0.0,0.0,0.282,0.0765,0,5094.52,0.0645,0,55,366.0,0,CLT,0.0397
1,187,0,0,2433.59,0.1271,0.1136,0.347,0.1064,0,5613.58,0.202,17,70,480.0,0,INSS,0.0303
0,0,1,63,4033.71,0.1393,0.1951,0.3139,0.1622,0,2397.12,0.0378,30,58,178.0,0,CLT,0.1249
0,0,1,15,5424.72,0.3141,0.2001,0.4985,0.2881,0,8800.27,0.0697,38,51,288.0,0,CLT,0.2327
0,0,0,0,3780.67,0.4452,0.557,0.8688,0.4635,0,771.61,0.006,89,45,145.0,1,Informal,0.45
0,0,1,57,5196.25,0.2819,0.0185,0.3922,0.1656,0,2384.81,0.0174,3,21,29.0,0,CLT,0.101
0,0,0,0,1757.72,0.05,0.3312,0.4941,0.3721,1,1836.42,0.0481,56,28,28.0,1,Informal,0.45
0,0,0,0,4933.24,0.257,0.3758,0.4041,0.3824,0,7287.01,0.0369,62,26,23.0,0,Informal,0.45
1,145,0,0,3527.78,0.1593,0.0775,0.3866,0.0994,0,5564.13,0.1383,7,60,304.0,0,INSS,0.0317
1,62,0,0,3783.14,0.1283,0.0658,0.3284,0.0711,1,10953.41,0.1031,11,62,466.0,0,INSS,0.0363
1,195,0,0,3073.25,0.1062,0.1136,0.4277,0.2547,0,4008.09,0.0362,14,63,235.0,0,INSS,0.0383
0,0,1,49,5794.28,0.0557,0.0908,0.2219,0.0485,0,8733.36,0.1128,4,54,342.0,0,CLT,0.0463
1,204,0,0,3022.88,0.0499,0.1696,0.4677,0.1201,1,3281.86,0.0282,25,81,408.0,0,INSS,0.0391
1,211,0,0,3446.36,0.1778,0.0,0.5464,0.1631,0,1266.48,0.0189,4,66,458.0,0,INSS,0.0202
0,0,0,0,3810.22,0.1778,0.536,0.6856,0.4269,1,5826.31,0.0363,80,33,112.0,0,Informal,0.45
0,0,1,95,3475.81,0.3786,0.1815,0.6515,0.4706,2,3865.7,0.0523,44,58,229.0,0,CLT,0.4295
0,0,0,0,2650.08,0.2316,0.3342,0.7417,0.3061,1,3278.78,0.0475,46,44,186.0,0,Informal,0.45
0,0,1,38,4971.17,0.0588,0.0292,0.3131,0.1364,0,4955.82,0.0211,9,54,291.0,0,Servidor,0.0224
1,157,0,0,2663.67,0.1239,0.0804,0.5288,0.2314,0,1923.88,0.0599,16,78,425.0,0,INSS,0.0338
1,170,0,0,3050.49,0.1502,0.1187,0.1723,0.0345,1,0.0,0.0,9,71,210.0,0,INSS,0.0295
0,0,0,0,7186.52,0.1869,0.1835,0.4858,0.2136,0,8446.03,0.0257,26,21,24.0,0,Informal,0.3853
1,240,0,0,2481.1,0.062,0.0492,0.3519,0.0936,0,4257.2,0.0388,5,69,360.0,0,INSS,0.0176
0,0,0,0,4006.14,0.2575,0.2151,0.5135,0.3074,1,954.2,0.0101,46,37,55.0,1,CLT,0.45
1,145,0,0,2880.08,0.046,0.0894,0.3866,0.1689,2,6404.6,0.0929,17,64,253.0,0,INSS,0.0584
0,0,0,0,3279.52,0.4932,0.3172,0.7337,0.4325,0,3295.59,0.0501,61,59,185.0,1,Informal,0.45
1,314,0,0,1786.73,0.0857,0.0168,0.2878,0.0712,1,4088.85,0.11,12,84,455.0,0,INSS,0.0182
0,0,1,166,8035.96,0.0128,0.0746,0.143,0.0526,0,13911.79,0.0542,7,57,184.0,0,Servidor,0.0131
0,0,1,44,2374.75,0.1226,0.3185,0.5452,0.2355,0,131.38,0.0026,44,35,52.0,1,CLT,0.3002
0,0,0,0,1501.98,0.5321,0.5738,1.0074,0.6747,1,2368.98,0.0603,107,22,24.0,0,Informal,0.45
0,0,0,0,4457.7,0.146,0.2807,0.4671,0.2088,0,7236.75,0.0543,42,58,171.0,0,Informal,0.4477
0,0,1,115,6522.54,0.06,0.0276,0.1972,0.0,0,16340.39,0.085,5,30,86.0,0,Servidor,0.0209
0,0,1,32,2313.63,0.3634,0.009,0.2935,0.1666,0,6436.24,0.256,10,22,16.0,0,CLT,0.185
0,0,0,0,5878.14,0.1496,0.0,0.2618,0.0839,0,17529.62,0.2844,0,51,190.0,0,CLT,0.1088
0,0,1,3,3007.11,0.2106,0.0504,0.5982,0.1805,0,3834.06,0.1376,12,47,160.0,0,CLT,0.1535
0,0,0,0,4229.26,0.05,0.1348,0.3189,0.1205,0,2532.09,0.0548,20,26,86.0,0,Informal,0.2574
0,0,1,22,6742.4,0.0001,0.1802,0.3221,0.2107,0,19086.85,0.0822,27,43,122.0,0,CLT,0.1323
0,0,1,26,1500.0,0.0743,0.0,0.2375,0.0906,0,811.5,0.0388,11,32,49.0,0,CLT,0.0858
0,0,0,0,1938.31,0.3123,0.2429,0.574,0.2713,0,4353.07,0.0395,42,31,81.0,0,Informal,0.45
0,0,1,112,7827.74,0.0527,0.0262,0.3606,0.0571,0,23430.53,0.2316,0,59,165.0,0,Servidor,0.0222
0,0,1,191,11033.71,0.1128,0.0,0.2469,0.0964,0,0.0,0.0,0,55,232.0,0,Servidor,0.0075
0,0,1,82,4742.13,0.1477,0.0852,0.4546,0.2077,1,14287.15,0.1095,10,61,174.0,0,Servidor,0.0574
0,0,1,1,6097.63,0.0464,0.1996,0.493,0.2484,1,6725.93,0.0466,26,44,147.0,0,CLT,0.1862
1,190,0,0,1459.93,0.0907,0.0549,0.2152,0.0,0,3297.11,0.0753,9,71,284.0,0,INSS,0.0207
0,0,1,55,1568.88,0.293,0.0524,0.4957,0.1874,0,1748.49,0.0644,12,34,137.0,1,CLT,0.1553
0,0,1,134,9146.42,0.0155,0.0,0.0,0.0328,0,8599.02,0.03,0,64,421.0,0,Servidor,0.0057
1,259,0,0,1906.49,0.0792,0.0,0.2236,0.0539,0,3480.94,0.0431,0,78,480.0,0,INSS,0.0108
1,279,0,0,3641.64,0.1133,0.0991,0.3834,0.1032,1,7955.55,0.0949,11,74,480.0,0,INSS,0.0245
0,0,1,20,4613.24,0.2028,0.4362,0.5989,0.462,0,12143.47,0.3141,65,24,40.0,1,CLT,0.45
0,0,1,102,7378.4,0.1024,0.0861,0.2674,0.11,1,1880.86,0.0287,8,60,286.0,0,Servidor,0.0211
0,0,0,0,2227.85,0.3652,0.4124,0.673,0.5136,1,1407.3,0.1039,67,21,25.0,0,Informal,0.45
0,0,1,30,3678.94,0.2187,0.2815,0.3026,0.2786,0,9942.41,0.0888,43,34,52.0,1,CLT,0.3082
0,0,1,41,5341.72,0.2773,0.0146,0.5404,0.2331,1,4859.73,0.1402,1,49,154.0,0,CLT,0.1356
0,0,1,179,6531.08,0.029,0.0244,0.2253,0.0549,1,17980.99,0.1437,6,40,133.0,0,Servidor,0.0235
0,0,1,36,3891.57,0.0818,0.3558,0.4223,0.3934,1,0.0,0.0,46,49,217.0,0,CLT,0.2983
1,51,0,0,2890.65,0.0854,0.0837,0.3284,0.1816,0,4788.12,0.0742,10,74,432.0,0,INSS,0.0297
1,112,0,0,2095.15,0.2026,0.1046,0.3295,0.0841,0,1288.2,0.0418,15,62,343.0,0,INSS,0.0366
1,232,0,0,3345.94,0.1188,0.0555,0.1551,0.1349,0,4919.29,0.0437,11,58,208.0,0,INSS,0.0223
1,169,0,0,3459.41,0.0397,0.1077,0.2251,0.1528,1,0.0,0.0,17,59,350.0,0,INSS,0.0281
0,0,1,89,5717.5,0.2085,0.1948,0.4302,0.3399,1,17019.92,0.1099,23,38,123.0,0,CLT,0.2395
0,0,1,60,5738.31,0.2759,0.2128,0.545,0.26,0,5537.88,0.1211,33,58,306.0,0,CLT,0.1856
1,66,0,0,2975.91,0.1173,0.0398,0.1178,0.0819,0,5615.17,0.1018,0,76,295.0,0,INSS,0.0213
0,0,1,66,3283.51,0.153,0.2043,0.4683,0.2151,0,5687.48,0.06,43,28,24.0,0,CLT,0.2538
0,0,1,88,3331.48,0.1094,0.1468,0.3149,0.0653,1,0.0,0.0,22,29,56.0,0,CLT,0.1318
0,0,1,14,7616.85,0.1664,0.1389,0.4063,0.229,0,8086.84,0.1187,22,37,57.0,0,CLT,0.1472
0,0,1,73,3612.43,0.0706,0.283,0.5141,0.3265,0,7633.31,0.0894,40,33,95.0,1,CLT,0.2655
1,117,0,0,2546.58,0.1645,0.0603,0.3802,0.1365,0,6274.91,0.3485,5,85,318.0,0,INSS,0.0382
0,0,1,86,1500.0,0.132,0.1807,0.4352,0.3167,0,2465.53,0.0834,40,23,53.0,1,CLT,0.2542
1,144,0,0,4451.99,0.1172,0.0861,0.2656,0.0975,1,13228.77,0.1217,13,85,480.0,1,INSS,0.0285
0,0,0,0,997.59,0.3526,0.4433,0.67,0.3725,1,3770.96,0.1313,63,25,70.0,1,Informal,0.45
0,0,1,66,6540.3,0.134,0.0678,0.3343,0.1098,0,13169.38,0.4384,12,54,253.0,0,CLT,0.0919
1,240,0,0,1939.41,0.1069,0.0808,0.4829,0.0556,1,5199.68,0.0982,3,61,213.0,0,INSS,0.0369
0,0,0,0,2254.5,0.3114,0.2675,0.4772,0.1953,0,3487.94,0.0507,32,48,317.0,0,Informal,0.45
1,180,0,0,3224.38,0.093,0.1313,0.381,0.1349,0,3497.4,0.05,20,78,480.0,0,INSS,0.026
0,0,1,45,6709.5,0.0381,0.0806,0.3405,0.1148,1,4265.34,0.0448,11,58,401.0,0,Servidor,0.0238
1,210,0,0,2660.13,0.0706,0.1214,0.239,0.114,1,7088.26,0.1048,15,78,401.0,0,INSS,0.0299
0,0,1,166,9040.29,0.0516,0.0,0.268,0.0249,1,489.46,0.0029,0,30,125.0,0,Servidor,0.0129
0,0,1,108,5801.96,0.183,0.0,0.2865,0.0,0,8951.86,0.0585,6,28,45.0,1,CLT,0.0625
1,137,0,0,2410.53,0.1235,0.0537,0.2012,0.0869,0,3176.14,0.0614,4,83,480.0,0,INSS,0.0169
0,0,1,25,4123.98,0.0,0.2031,0.3251,0.1861,0,5270.17,0.0805,31,58,185.0,0,CLT,0.1257
0,0,1,63,7489.25,0.2479,0.0,0.3134,0.0352,1,25033.22,0.1372,5,44,150.0,0,CLT,0.0992
0,0,1,57,3893.85,0.3373,0.0,0.2965,0.1403,0,7831.55,0.122,2,22,43.0,0,CLT,0.1181
1,132,0,0,3849.8,0.1807,0.0905,0.366,0.0241,0,1837.09,0.0125,17,80,480.0,0,INSS,0.0225
0,0,0,0,5240.88,0.1813,0.0905,0.2588,0.0432,1,1946.19,0.0347,7,49,110.0,0,Informal,0.2213
0,0,1,98,3850.73,0.2204,0.2608,0.512,0.3793,2,8542.48,0.0714,38,29,109.0,1,CLT,0.4053
1,219,0,0,1200.0,0.103,0.0352,0.3605,0.1789,1,1924.47,0.0477,8,66,321.0,0,INSS,0.0319
0,0,1,46,2324.14,0.2575,0.1649,0.5323,0.443,0,4274.7,0.0913,31,38,148.0,1,CLT,0.2854
1,153,0,0,1906.97,0.107,0.0609,0.3368,0.1139,2,6543.25,0.1336,8,83,480.0,0,INSS,0.0379
0,0,1,30,5218.93,0.1856,0.0636,0.1849,0.0,0,2905.46,0.0194,6,25,70.0,0,CLT,0.0711
0,0,1,165,4566.23,0.077,0.0577,0.4033,0.186,0,11589.15,0.071,3,24,52.0,0,Servidor,0.0332
0,0,1,62,7418.61,0.2259,0.3754,0.7643,0.3985,1,13606.34,0.1494,64,38,53.0,1,CLT,0.45
0,0,0,0,2756.66,0.05,0.4885,0.5695,0.3512,1,3815.52,0.0454,71,24,55.0,0,Informal,0.45
1,212,0,0,3982.05,0.113,0.0927,0.3401,0.1464,0,566.01,0.0058,15,59,177.0,0,INSS,0.0281
0,0,1,7,5426.54,0.2585,0.3092,0.4394,0.2406,0,5811.28,0.0828,39,36,179.0,0,CLT,0.2752
0,0,1,182,5149.58,0.1821,0.0543,0.3279,0.1697,0,11575.99,0.0559,9,46,198.0,0,Servidor,0.0272
0,0,1,33,11039.58,0.1139,0.0427,0.2593,0.1171,0,18949.51,0.0496,12,49,171.0,0,Servidor,0.0227
0,0,0,0,1500.0,0.188,0.0,0.2017,0.2542,0,1804.94,0.0552,16,59,246.0,0,CLT,0.1344
0,0,0,0,1998.08,0.3018,0.3859,0.5997,0.4451,0,6655.5,0.1604,59,25,46.0,0,Informal,0.45
0,0,1,47,1838.25,0.1618,0.2945,0.5478,0.2581,0,1369.29,0.0278,35,39,91.0,0,CLT,0.2834
1,113,0,0,1932.11,0.0901,0.0841,0.4751,0.2243,0,6085.36,0.1368,11,79,480.0,0,INSS,0.0347
1,152,0,0,1756.75,0.0608,0.1243,0.4094,0.0261,1,6488.9,0.2506,10,78,469.0,0,INSS,0.0366
1,287,0,0,3133.64,0.0516,0.1392,0.3861,0.1777,1,7513.25,0.1171,18,59,353.0,0,INSS,0.037
1,104,0,0,2047.58,0.0554,0.0107,0.2348,0.0139,0,3994.36,0.0585,2,77,167.0,0,INSS,0.0211
1,157,0,0,3651.99,0.1371,0.0279,0.263,0.0543,0,5711.92,0.0721,5,74,480.0,0,INSS,0.0161
1,205,0,0,3212.38,0.0016,0.0746,0.2963,0.0869,0,9783.57,0.1753,7,58,177.0,0,INSS,0.0262
0,0,0,0,3750.16,0.4135,0.3015,0.5392,0.3267,1,9725.53,0.1114,46,60,453.0,1,Informal,0.45
1,215,0,0,1793.45,0.121,0.0911,0.3287,0.1326,0,1229.15,0.0247,15,78,190.0,0,INSS,0.0306
0,0,1,243,8180.02,0.0724,0.0563,0.1084,0.1117,1,0.0,0.0,12,60,198.0,0,Servidor,0.0121
0,0,0,0,3716.24,0.1995,0.5754,0.5436,0.523,0,6919.1,0.1963,88,42,200.0,0,Informal,0.45
0,0,1,1,2822.33,0.0372,0.0664,0.1116,0.0327,1,5902.68,0.2496,14,23,17.0,0,CLT,0.1328
0,0,1,14,6004.98,0.1956,0.0916,0.3237,0.1508,0,15736.23,0.2796,13,59,114.0,0,CLT,0.1328
1,178,0,0,2327.43,0.0932,0.0,0.1749,0.0077,0,4086.56,0.0682,4,68,480.0,0,INSS,0.0129
0,0,1,72,3568.13,0.1692,0.0271,0.3553,0.0248,0,10269.3,0.3534,11,51,337.0,0,CLT,0.0836
1,156,0,0,1903.31,0.0812,0.0255,0.3393,0.048,0,2858.9,0.0468,2,63,221.0,0,INSS,0.0228
0,0,1,99,10855.62,0.0851,0.0182,0.3287,0.1422,0,25514.76,0.3286,4,40,167.0,0,Servidor,0.0255
0,0,0,0,4654.35,0.2181,0.3082,0.5065,0.2453,1,42.75,0.0003,38,27,87.0,1,Informal,0.45
0,0,1,50,4388.83,0.1682,0.1166,0.3372,0.1285,0,5992.61,0.0609,24,39,55.0,0,CLT,0.1338
0,0,0,0,4230.67,0.2853,0.1866,0.4013,0.192,0,14582.13,0.1827,25,53,131.0,0,CLT,0.3082
0,0,0,0,3915.63,0.284,0.0619,0.4288,0.0203,0,8873.13,0.1475,13,33,39.0,0,CLT,0.2113
0,0,0,0,7218.05,0.0816,0.0799,0.4314,0.2539,0,4173.56,0.0234,20,26,81.0,0,CLT,0.1535
0,0,1,141,7836.65,0.0808,0.111,0.309,0.1071,1,3000.41,0.0142,9,44,232.0,0,Servidor,0.0226
0,0,1,34,4820.46,0.1927,0.216,0.4191,0.1843,0,9253.52,0.1038,33,23,27.0,0,CLT,0.2396
0,0,1,76,6147.0,0.2088,0.1341,0.426,0.233,1,7434.71,0.0507,29,43,93.0,0,CLT,0.183
0,0,1,29,3247.97,0.2017,0.198,0.533,0.2779,0,7432.35,0.1149,46,37,53.0,0,CLT,0.3233
0,0,1,104,1996.17,0.157,0.4115,0.5558,0.3535,0,4164.68,0.3391,64,26,48.0,0,CLT,0.45
0,0,1,42,2334.97,0.1536,0.2826,0.4222,0.3401,0,5284.86,0.2796,46,32,127.0,1,CLT,0.3574
1,150,0,0,3373.69,0.0831,0.0452,0.1931,0.0471,1,6909.19,0.0764,11,70,276.0,0,INSS,0.0271
0,0,1,56,5933.55,0.1827,0.0,0.3657,0.0672,0,5702.57,0.0477,0,30,90.0,0,CLT,0.066
1,12,0,0,2382.78,0.0809,0.1418,0.4073,0.1575,0,10488.19,0.2474,20,72,480.0,0,INSS,0.0541
0,0,1,1,2452.53,0.1798,0.1506,0.3324,0.3358,0,8110.19,0.3404,35,54,342.0,0,CLT,0.2257
0,0,1,5,3865.03,0.2595,0.268,0.4734,0.3116,1,47.15,0.0008,45,22,16.0,0,CLT,0.4056
0,0,0,0,3198.59,0.4364,0.4018,0.7845,0.6148,0,2088.44,0.025,63,27,71.0,1,Informal,0.45
0,0,1,5,4557.77,0.1381,0.0769,0.3583,0.1754,1,3653.7,0.1021,17,22,32.0,0,CLT,0.1699
0,0,1,12,1500.0,0.0032,0.2067,0.3996,0.2461,0,5634.78,0.6037,34,28,45.0,1,CLT,0.3233
1,203,0,0,2703.84,0.0359,0.1108,0.3923,0.0495,0,40.67,0.0003,10,63,468.0,0,INSS,0.0177
0,0,1,111,8157.81,0.0302,0.1268,0.5212,0.0653,0,9479.85,0.0251,12,26,80.0,0,Servidor,0.0307
1,138,0,0,2534.85,0.1281,0.0387,0.3128,0.2234,0,6240.64,0.0609,7,68,266.0,0,INSS,0.0311
0,0,1,67,1969.59,0.1399,0.2437,0.5516,0.3057,1,0.0,0.0,45,52,212.0,0,CLT,0.2857
1,217,0,0,2212.52,0.15,0.2094,0.3268,0.1948,0,4453.7,0.1221,28,64,239.0,0,INSS,0.0572
0,0,1,50,5474.4,0.3006,0.2694,0.7157,0.5049,0,0.0,0.0,52,42,59.0,0,CLT,0.4038
1,231,0,0,2763.08,0.0905,0.0,0.3037,0.0,0,925.51,0.0185,0,74,172.0,0,INSS,0.0152
1,192,0,0,2908.1,0.1369,0.1448,0.427,0.2215,0,4482.98,0.0687,25,61,242.0,0,INSS,0.051
0,0,1,74,5830.05,0.2452,0.051,0.2865,0.0654,0,8256.01,0.0645,5,22,12.0,0,CLT,0.0908
1,235,0,0,1561.79,0.0541,0.0775,0.3173,0.2067,0,6960.03,0.61,7,70,480.0,0,INSS,0.0334
1,227,0,0,2335.19,0.1132,0.0,0.2004,0.1676,0,5079.21,0.1411,5,63,414.0,0,INSS,0.0179
0,0,1,90,7208.02,0.0248,0.1313,0.316,0.1319,0,14071.42,0.0727,15,30,117.0,0,Servidor,0.0339
1,138,0,0,1200.0,0.1172,0.0318,0.306,0.0969,0,1700.65,0.0455,0,76,480.0,0,INSS,0.0183
0,0,1,27,3663.53,0.319,0.3022,0.6143,0.3366,0,589.93,0.0104,42,28,64.0,1,CLT,0.3889
0,0,1,4,4475.97,0.2368,0.4608,0.7545,0.3787,1,8791.51,0.0955,62,43,220.0,0,CLT,0.45
0,0,0,0,2547.57,0.3494,0.394,0.6733,0.4145,1,4209.88,0.0736,61,36,93.0,0,Informal,0.45
0,0,0,0,3287.19,0.2012,0.3454,0.6331,0.2738,0,0.0,0.0,48,46,234.0,0,Informal,0.45
0,0,1,28,3500.0,0.0701,0.0162,0.168,0.0,0,64.49,0.0011,3,47,149.0,0,Servidor,0.0196
0,0,0,0,2442.48,0.599,0.5189,0.7344,0.6195,2,2457.17,0.0702,84,21,18.0,0,Informal,0.45
1,289,0,0,2719.54,0.0025,0.0473,0.3583,0.0,0,6591.26,0.1652,3,85,480.0,0,INSS,0.0118
0,0,0,0,3258.2,0.2824,0.3857,0.6593,0.5471,1,6140.52,0.0831,63,38,65.0,0,Informal,0.45
1,115,0,0,2097.95,0.044,0.0,0.1336,0.096,0,5755.52,0.1153,2,78,218.0,0,INSS,0.0199
0,0,0,0,2930.04,0.7145,0.3564,0.7947,0.6716,2,586.31,0.0094,62,56,184.0,1,Informal,0.45
0,0,1,53,4709.03,0.1933,0.1665,0.4391,0.1848,0,0.0,0.0,34,36,68.0,0,CLT,0.1686
